# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)               |        kmem_cache_alloc_trace() {
 0)   1.166 us    |          should_failslab();
 0)   5.195 us    |        }
 0)               |        __kmalloc() {
 0)   1.398 us    |          kmalloc_slab();
 0)   1.365 us    |          should_failslab();
 0)   6.914 us    |        }
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   2.922 us    |              of_find_property();
 0)   5.650 us    |            }
 0)               |            of_find_property() {
 0)   1.282 us    |              _raw_spin_lock_irqsave();
 0)   1.506 us    |              __of_find_property();
 0)   1.378 us    |              _raw_spin_unlock_irqrestore();
 0)   9.085 us    |            }
 0)   1.242 us    |            of_prop_next_string();
 0)   1.315 us    |            of_prop_next_string();
 0)   1.276 us    |            mutex_lock();
 0)   1.197 us    |            mutex_unlock();
 0) + 37.550 us   |          }
 0)               |          i2c_device_uevent() {
 0)               |            of_device_uevent_modalias() {
 0) + 10.193 us   |              of_device_get_modalias();
 0) + 13.595 us   |            }
 0) + 16.074 us   |          }
 0) + 58.850 us   |        }
 0)   1.407 us    |        mutex_lock();
 0)   1.277 us    |        netlink_has_listeners();
 0)   1.288 us    |        consume_skb();
 0)   1.177 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.430 us    |          ___cache_free();
 0)   3.937 us    |        }
 0)               |        kfree() {
 0)   1.189 us    |          ___cache_free();
 0)   3.594 us    |        }
 0) ! 153.642 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.315 us    |          _raw_spin_lock_irqsave();
 0)   1.340 us    |          __wake_up_common();
 0)   1.157 us    |          _raw_spin_unlock_irqrestore();
 0)   9.278 us    |        }
 0) + 11.585 us   |      }
 0) * 14843.86 us |    }
 0)               |    ktime_get() {
 0)   1.252 us    |      arch_counter_read();
 0)   3.625 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.173 us    |            __printk_safe_enter();
 0)   1.332 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   3.164 us    |              log_store.constprop.0();
 0)   8.606 us    |            }
 0)   1.176 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.158 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.491 us    |            }
 0)               |            console_unlock() {
 0)   1.149 us    |              __printk_safe_enter();
 0)   1.219 us    |              _raw_spin_lock();
 0)   3.153 us    |              __up_console_sem.constprop.0();
 0)   1.220 us    |              _raw_spin_lock();
 0)   1.172 us    |              __printk_safe_exit();
 0) + 15.407 us   |            }
 0)   1.273 us    |            wake_up_klogd.part.0();
 0) + 43.805 us   |          }
 0) + 46.166 us   |        }
 0) + 48.855 us   |      }
 0) + 51.356 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.215 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.241 us    |        rpm_check_suspend_allowed();
 0)   3.825 us    |      }
 0)   1.160 us    |      _raw_spin_unlock_irqrestore();
 0) + 11.347 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.302 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)               |        rpm_check_suspend_allowed() {
 0)   1.325 us    |          __dev_pm_qos_resume_latency();
 0)   3.847 us    |        }
 0)               |        rpm_suspend() {
 0)               |          rpm_check_suspend_allowed() {
 0)   1.272 us    |            __dev_pm_qos_resume_latency();
 0)   3.616 us    |          }
 0)               |          update_pm_runtime_accounting.part.0() {
 0)               |            ktime_get_mono_fast_ns() {
 0)   1.187 us    |              arch_counter_read();
 0)   4.147 us    |            }
 0)   6.705 us    |          }
 0)               |          __wake_up() {
 0)               |            __wake_up_common_lock() {
 0)   1.200 us    |              _raw_spin_lock_irqsave();
 0)   1.203 us    |              __wake_up_common();
 0)   1.267 us    |              _raw_spin_unlock_irqrestore();
 0)   8.141 us    |            }
 0) + 10.432 us   |          }
 0)   1.293 us    |          _raw_spin_lock();
 0)               |          rpm_idle() {
 0)   1.195 us    |            rpm_check_suspend_allowed();
 0)   3.517 us    |          }
 0)   1.227 us    |          _raw_spin_lock();
 0) + 37.366 us   |        }
 0) + 45.193 us   |      }
 0)   1.319 us    |      _raw_spin_unlock_irqrestore();
 0) + 52.490 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.558 us    |        __srcu_read_lock();
 0)   4.197 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.202 us    |        __srcu_read_unlock();
 0)   3.503 us    |      }
 0) + 11.368 us   |    }
 0) * 15056.20 us |  }
 0)   7.981 us    |  bus_probe_device();
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.803 us    |        __srcu_read_lock();
 0)   5.548 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.345 us    |        __srcu_read_unlock();
 0)   3.755 us    |      }
 0) + 13.690 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.493 us    |      _raw_spin_lock_irqsave();
 0)   2.785 us    |      rpm_resume();
 0)   1.425 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.707 us   |    }
 0)               |    pm_runtime_barrier() {
 0)   1.328 us    |      _raw_spin_lock_irq();
 0)   1.577 us    |      __pm_runtime_barrier();
 0)   7.217 us    |    }
 0)               |    ktime_get() {
 0)   1.168 us    |      arch_counter_read();
 0)   3.645 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.205 us    |        mutex_lock();
 0)   1.195 us    |        mutex_unlock();
 0)   6.400 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.337 us    |            kmalloc_slab();
 0)   1.191 us    |            should_failslab();
 0)   6.646 us    |          }
 0)               |          devres_add() {
 0)   1.219 us    |            _raw_spin_lock_irqsave();
 0)   1.197 us    |            add_dr();
 0)   1.168 us    |            _raw_spin_unlock_irqrestore();
 0)   8.400 us    |          }
 0) + 19.192 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.147 us    |              kmalloc_slab();
 0)   1.159 us    |              should_failslab();
 0)   5.900 us    |            }
 0)   8.590 us    |          }
 0)               |          pinctrl_get() {
 0)   1.368 us    |            mutex_lock();
 0)   1.218 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.800 us    |              kmem_cache_alloc_trace();
 0) + 10.273 us   |              pinctrl_dt_to_map();
 0)   1.779 us    |              kfree();
 0) + 19.880 us   |            }
 0) + 30.425 us   |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.332 us    |              ___cache_free();
 0)   3.774 us    |            }
 0)   6.070 us    |          }
 0) + 50.540 us   |        }
 0)               |        devm_kfree() {
 0)               |          devres_remove() {
 0)   1.200 us    |            _raw_spin_lock_irqsave();
 0)   1.184 us    |            devm_kmalloc_match();
 0)   1.205 us    |            _raw_spin_unlock_irqrestore();
 0)   9.358 us    |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.189 us    |              ___cache_free();
 0)   3.540 us    |            }
 0)   5.843 us    |          }
 0) + 19.120 us   |        }
 0) + 95.165 us   |      }
 0)               |      platform_dma_configure() {
 0)               |        of_dma_configure() {
 0)               |          of_dma_get_range() {
 0)               |            of_n_addr_cells() {
 0)   5.003 us    |              of_property_read_variable_u32_array();
 0)   7.972 us    |            }
 0)               |            of_n_size_cells() {
 0)   3.487 us    |              of_property_read_variable_u32_array();
 0)   6.027 us    |            }
 0)               |            __of_get_dma_parent() {
 0)   3.380 us    |              of_property_match_string();
 0)   2.079 us    |              of_get_parent();
 0) + 10.067 us   |            }
 0)               |            of_get_property() {
 0)   2.798 us    |              of_find_property();
 0)   5.268 us    |            }
 0) + 36.441 us   |          }
 0)               |          of_dma_is_coherent() {
 0)               |            of_find_property() {
 0)   1.197 us    |              _raw_spin_lock_irqsave();
 0)   1.421 us    |              __of_find_property();
 0)   1.192 us    |              _raw_spin_unlock_irqrestore();
 0)   8.341 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.955 us    |              of_get_parent();
 0)   4.400 us    |            }
 0)               |            of_find_property() {
 0)   1.193 us    |              _raw_spin_lock_irqsave();
 0)   1.330 us    |              __of_find_property();
 0)   1.178 us    |              _raw_spin_unlock_irqrestore();
 0)   8.241 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.963 us    |              of_get_parent();
 0)   4.252 us    |            }
 0) + 30.925 us   |          }
 0)   1.576 us    |          arch_setup_dma_ops();
 0) + 75.613 us   |        }
 0) + 78.307 us   |      }
 0)               |      driver_sysfs_add() {
 0)   1.311 us    |        blocking_notifier_call_chain();
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.224 us    |            _raw_spin_lock();
 0)   1.332 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   8.134 us    |              kernfs_new_node();
 0)   1.240 us    |              kernfs_get();
 0)   5.703 us    |              kernfs_add_one();
 0) + 22.028 us   |            }
 0)   1.360 us    |            kernfs_put();
 0) + 33.053 us   |          }
 0) + 35.940 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.200 us    |            _raw_spin_lock();
 0)   1.227 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   4.930 us    |              kernfs_new_node();
 0)   1.250 us    |              kernfs_get();
 0)   5.869 us    |              kernfs_add_one();
 0) + 16.895 us   |            }
 0)   1.366 us    |            kernfs_put();
 0) + 26.438 us   |          }
 0) + 28.737 us   |        }
 0) + 70.798 us   |      }
 0)               |      platform_drv_probe() {
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   3.285 us    |              of_find_property();
 0)   5.935 us    |            }
 0)   8.872 us    |          }
 0)               |          of_find_property() {
 0)   1.216 us    |            _raw_spin_lock_irqsave();
 0)   1.385 us    |            __of_find_property();
 0)   1.181 us    |            _raw_spin_unlock_irqrestore();
