# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   1.645 us    |          __srcu_read_lock();
 0)   4.485 us    |        }
 0)   1.650 us    |        rpm_get_suppliers();
 0)               |        device_links_read_unlock() {
 0)   1.364 us    |          __srcu_read_unlock();
 0)   4.040 us    |        }
 0)   1.260 us    |        _raw_spin_lock_irq();
 0)   1.281 us    |        _raw_spin_lock();
 0)               |        pm_runtime_enable() {
 0)   1.400 us    |          _raw_spin_lock_irqsave();
 0)   1.380 us    |          _raw_spin_unlock_irqrestore();
 0)   6.535 us    |        }
 0) + 33.282 us   |      }
 0)               |      pm_runtime_enable() {
 0)   1.246 us    |        _raw_spin_lock_irqsave();
 0)               |        ktime_get_mono_fast_ns() {
 0)   1.240 us    |          arch_counter_read();
 0)   4.403 us    |        }
 0)   1.384 us    |        _raw_spin_unlock_irqrestore();
 0) + 12.125 us   |      }
 0)               |      transport_configure_device() {
 0)               |        attribute_container_device_trigger() {
 0)   1.260 us    |          mutex_lock();
 0)   1.392 us    |          mutex_unlock();
 0)   6.420 us    |        }
 0)   8.952 us    |      }
 0)               |      scsi_autopm_get_target() {
 0)               |        __pm_runtime_resume() {
 0)   1.265 us    |          _raw_spin_lock_irqsave();
 0)   1.432 us    |          rpm_resume();
 0)   1.305 us    |          _raw_spin_unlock_irqrestore();
 0) + 10.431 us   |        }
 0) + 12.983 us   |      }
 0)               |      __pm_runtime_set_status() {
 0)   1.370 us    |        _raw_spin_lock_irq();
 0)               |        device_links_read_lock() {
 0)   1.276 us    |          __srcu_read_lock();
 0)   4.093 us    |        }
 0)   1.365 us    |        rpm_get_suppliers();
 0)               |        device_links_read_unlock() {
 0)   1.242 us    |          __srcu_read_unlock();
 0)   3.773 us    |        }
 0)   1.258 us    |        _raw_spin_lock_irq();
 0)   1.277 us    |        _raw_spin_lock();
 0)               |        pm_runtime_enable() {
 0)   1.387 us    |          _raw_spin_lock_irqsave();
 0)   1.383 us    |          _raw_spin_unlock_irqrestore();
 0)   6.510 us    |        }
 0) + 30.111 us   |      }
 0)               |      pm_runtime_forbid() {
 0)   1.249 us    |        _raw_spin_lock_irq();
 0)   1.455 us    |        rpm_resume();
 0)   7.194 us    |      }
 0)               |      pm_runtime_enable() {
 0)   1.244 us    |        _raw_spin_lock_irqsave();
 0)               |        ktime_get_mono_fast_ns() {
 0)   1.255 us    |          arch_counter_read();
 0)   3.873 us    |        }
 0)   1.287 us    |        _raw_spin_unlock_irqrestore();
 0) + 11.466 us   |      }
 0)               |      scsi_autopm_put_target() {
 0)   1.425 us    |        __pm_runtime_idle();
 0)   3.705 us    |      }
 0)               |      scsi_autopm_get_device() {
 0)               |        __pm_runtime_resume() {
 0)   1.198 us    |          _raw_spin_lock_irqsave();
 0)   1.225 us    |          rpm_resume();
 0)   1.153 us    |          _raw_spin_unlock_irqrestore();
 0)   8.168 us    |        }
 0) + 10.643 us   |      }
 0)               |      device_add() {
 0)               |        kmem_cache_alloc_trace() {
 0)   1.154 us    |          should_failslab();
 0)   3.535 us    |        }
 0)   1.212 us    |        get_device_parent();
 0)   1.233 us    |        _raw_spin_lock();
 0)               |        sysfs_create_dir_ns() {
 0)   1.190 us    |          device_get_ownership();
 0)               |          kernfs_create_dir_ns() {
 0)               |            kernfs_new_node() {
 0)   6.381 us    |              __kernfs_new_node.constprop.0();
 0)   1.226 us    |              kernfs_get();
 0) + 11.585 us   |            }
 0)               |            kernfs_add_one() {
 0)   1.305 us    |              mutex_lock();
 0)   1.322 us    |              kernfs_name_hash();
 0)   1.324 us    |              kernfs_link_sibling();
 0)   1.244 us    |              mutex_unlock();
 0)   3.157 us    |              kernfs_activate();
 0) + 15.335 us   |            }
 0) + 30.389 us   |          }
 0) + 35.190 us   |        }
 0)   1.178 us    |        sysfs_create_groups();
 0)   1.205 us    |        kernfs_get();
 0)               |        device_platform_notify() {
 0)               |          software_node_notify() {
 0)   1.280 us    |            dev_fwnode();
 0)   3.918 us    |          }
 0)   6.695 us    |        }
 0)               |        device_create_file() {
 0)               |          sysfs_create_file_ns() {
 0)   1.165 us    |            device_get_ownership();
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.514 us    |              __kernfs_create_file();
 0) + 12.114 us   |            }
 0) + 16.987 us   |          }
 0) + 19.355 us   |        }
 0)               |        sysfs_create_groups() {
 0)               |          internal_create_groups.part.0() {
 0)               |            internal_create_group() {
 0)   1.200 us    |              device_get_ownership();
 0)   1.214 us    |              kernfs_get();
 0)   1.388 us    |              scsi_sdev_attr_is_visible();
 0)   9.822 us    |              sysfs_add_file_mode_ns();
 0)   1.191 us    |              scsi_sdev_attr_is_visible();
 0)   9.428 us    |              sysfs_add_file_mode_ns();
 0)   1.228 us    |              scsi_sdev_attr_is_visible();
 0)   9.260 us    |              sysfs_add_file_mode_ns();
 0)   1.272 us    |              scsi_sdev_attr_is_visible();
 0)   9.323 us    |              sysfs_add_file_mode_ns();
 0)   1.313 us    |              scsi_sdev_attr_is_visible();
 0)   9.411 us    |              sysfs_add_file_mode_ns();
 0)   1.213 us    |              scsi_sdev_attr_is_visible();
 0)   9.393 us    |              sysfs_add_file_mode_ns();
 0)   1.244 us    |              scsi_sdev_attr_is_visible();
 0)   9.443 us    |              sysfs_add_file_mode_ns();
 0)   1.242 us    |              scsi_sdev_attr_is_visible();
 0)   9.892 us    |              sysfs_add_file_mode_ns();
 0)   1.245 us    |              scsi_sdev_attr_is_visible();
 0)   9.307 us    |              sysfs_add_file_mode_ns();
 0)   1.290 us    |              scsi_sdev_attr_is_visible();
 0)   9.286 us    |              sysfs_add_file_mode_ns();
 0)   1.210 us    |              scsi_sdev_attr_is_visible();
 0)   9.611 us    |              sysfs_add_file_mode_ns();
 0)   1.220 us    |              scsi_sdev_attr_is_visible();
 0)   9.682 us    |              sysfs_add_file_mode_ns();
 0)   1.272 us    |              scsi_sdev_attr_is_visible();
 0)   9.571 us    |              sysfs_add_file_mode_ns();
 0)   1.213 us    |              scsi_sdev_attr_is_visible();
 0)   9.410 us    |              sysfs_add_file_mode_ns();
 0)   1.248 us    |              scsi_sdev_attr_is_visible();
 0)   9.365 us    |              sysfs_add_file_mode_ns();
 0)   1.225 us    |              scsi_sdev_attr_is_visible();
 0)   9.221 us    |              sysfs_add_file_mode_ns();
 0)   1.237 us    |              scsi_sdev_attr_is_visible();
 0)   9.417 us    |              sysfs_add_file_mode_ns();
 0)   1.405 us    |              scsi_sdev_attr_is_visible();
 0)   9.835 us    |              sysfs_add_file_mode_ns();
 0)   1.200 us    |              scsi_sdev_attr_is_visible();
 0) + 10.092 us   |              sysfs_add_file_mode_ns();
 0)   1.215 us    |              scsi_sdev_attr_is_visible();
 0)   9.206 us    |              sysfs_add_file_mode_ns();
 0)   1.220 us    |              scsi_sdev_attr_is_visible();
 0)   9.400 us    |              sysfs_add_file_mode_ns();
 0)   1.216 us    |              scsi_sdev_attr_is_visible();
 0)   1.186 us    |              scsi_sdev_attr_is_visible();
 0)   9.385 us    |              sysfs_add_file_mode_ns();
 0)   1.221 us    |              scsi_sdev_attr_is_visible();
 0)   9.604 us    |              sysfs_add_file_mode_ns();
 0)   1.192 us    |              scsi_sdev_attr_is_visible();
 0)   9.468 us    |              sysfs_add_file_mode_ns();
 0)   1.213 us    |              scsi_sdev_attr_is_visible();
 0)   9.595 us    |              sysfs_add_file_mode_ns();
 0)   1.187 us    |              scsi_sdev_attr_is_visible();
 0)   9.693 us    |              sysfs_add_file_mode_ns();
 0)   1.380 us    |              scsi_sdev_attr_is_visible();
 0)   9.770 us    |              sysfs_add_file_mode_ns();
 0)   1.415 us    |              scsi_sdev_bin_attr_is_visible();
 0)   1.293 us    |              scsi_sdev_bin_attr_is_visible();
 0)   1.205 us    |              scsi_sdev_bin_attr_is_visible();
 0) + 10.241 us   |              sysfs_add_file_mode_ns();
 0)   1.373 us    |              kernfs_put();
 0) ! 392.550 us  |            }
 0) ! 395.263 us  |          }
 0) ! 397.575 us  |        }
 0)   1.152 us    |        sysfs_create_groups();
 0)               |        bus_add_device() {
 0)               |          device_add_groups() {
 0)   1.293 us    |            sysfs_create_groups();
 0)   3.557 us    |          }
 0)               |          sysfs_create_link() {
 0)               |            sysfs_do_create_link_sd() {
 0)   1.350 us    |              _raw_spin_lock();
 0)   1.189 us    |              kernfs_get();
 0) + 11.227 us   |              kernfs_create_link();
 0)   1.358 us    |              kernfs_put();
 0) + 21.080 us   |            }
 0) + 23.380 us   |          }
 0)               |          sysfs_create_link() {
 0)               |            sysfs_do_create_link_sd() {
 0)   1.230 us    |              _raw_spin_lock();
 0)   1.533 us    |              kernfs_get();
 0)   9.283 us    |              kernfs_create_link();
 0)   1.205 us    |              kernfs_put();
 0) + 20.893 us   |            }
 0) + 23.158 us   |          }
 0)               |          klist_devices_get() {
 0)   1.218 us    |            get_device();
 0)   3.528 us    |          }
 0)   1.240 us    |          _raw_spin_lock();
 0) + 62.188 us   |        }
 0)               |        dpm_sysfs_add() {
 0)               |          sysfs_create_group() {
 0)               |            internal_create_group() {
 0)   1.161 us    |              device_get_ownership();
 0)   9.317 us    |              kernfs_create_dir_ns();
 0)   1.222 us    |              kernfs_get();
 0)   1.313 us    |              kernfs_put();
 0) + 19.397 us   |            }
 0) + 21.778 us   |          }
 0)               |          sysfs_merge_group() {
 0)               |            kernfs_find_and_get_ns() {
 0)   1.205 us    |              mutex_lock();
 0)   2.353 us    |              kernfs_find_ns();
 0)   1.210 us    |              kernfs_get();
 0)   1.211 us    |              mutex_unlock();
 0) + 11.747 us   |            }
 0)   1.158 us    |            device_get_ownership();
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.181 us    |              __kernfs_create_file();
 0) + 11.909 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   8.827 us    |              __kernfs_create_file();
 0) + 11.420 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.045 us    |              __kernfs_create_file();
 0) + 11.653 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   8.937 us    |              __kernfs_create_file();
 0) + 11.737 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.191 us    |              __kernfs_create_file();
 0) + 11.820 us   |            }
 0)   1.266 us    |            kernfs_put();
 0) + 83.586 us   |          }
 0)   1.155 us    |          pm_wakeup_source_sysfs_add();
 0) ! 111.833 us  |        }
 0)               |        device_pm_add() {
 0)               |          device_pm_check_callbacks() {
 0)   1.219 us    |            _raw_spin_lock_irq();
 0)   1.158 us    |            pm_ops_is_empty();
 0)   6.147 us    |          }
 0)   1.279 us    |          mutex_lock();
 0)   1.197 us    |          mutex_unlock();
 0) + 13.426 us   |        }
 0)   1.166 us    |        blocking_notifier_call_chain();
 0)   1.181 us    |        dev_uevent_filter();
