# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 1)               |        vprintk_default() {
 1)               |          vprintk_emit() {
 1)   1.339 us    |            __printk_safe_enter();
 1)   1.388 us    |            _raw_spin_lock();
 1)               |            vprintk_store() {
 1)   2.585 us    |              log_store.constprop.0();
 1) + 10.492 us   |            }
 1)   1.193 us    |            __printk_safe_exit();
 1)               |            console_trylock() {
 1)   3.182 us    |              __down_trylock_console_sem.constprop.0();
 1)   5.605 us    |            }
 1)               |            console_unlock() {
 1)   1.290 us    |              __printk_safe_enter();
 1)   1.229 us    |              _raw_spin_lock();
 1)   3.320 us    |              __up_console_sem.constprop.0();
 1)   1.248 us    |              _raw_spin_lock();
 1)   1.236 us    |              __printk_safe_exit();
 1) + 15.928 us   |            }
 1)   1.320 us    |            wake_up_klogd.part.0();
 1) + 47.680 us   |          }
 1) + 50.195 us   |        }
 1) + 52.963 us   |      }
 1) + 55.625 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.330 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.313 us    |        rpm_check_suspend_allowed();
 1)   4.129 us    |      }
 1)   1.189 us    |      _raw_spin_unlock_irqrestore();
 1) + 11.370 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.242 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.290 us    |        rpm_check_suspend_allowed();
 1)   3.557 us    |      }
 1)   1.187 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.483 us   |    }
 1)               |    pm_runtime_put_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.271 us    |        __srcu_read_lock();
 1)   3.530 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.198 us    |        __srcu_read_unlock();
 1)   3.447 us    |      }
 1) + 10.638 us   |    }
 1) # 1374.887 us |  }
 1)               |  driver_probe_device() {
 1)               |    pm_runtime_get_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.488 us    |        __srcu_read_lock();
 1)   3.905 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.183 us    |        __srcu_read_unlock();
 1)   3.483 us    |      }
 1) + 11.011 us   |    }
 1)               |    __pm_runtime_resume() {
 1)   1.414 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_resume() {
 1)   1.437 us    |        _raw_spin_lock();
 1)               |        update_pm_runtime_accounting.part.0() {
 1)               |          ktime_get_mono_fast_ns() {
 1)   1.376 us    |            arch_counter_read();
 1)   4.098 us    |          }
 1)   6.717 us    |        }
 1)               |        ktime_get_mono_fast_ns() {
 1)   1.180 us    |          arch_counter_read();
 1)   3.669 us    |        }
 1)               |        __wake_up() {
 1)               |          __wake_up_common_lock() {
 1)   1.175 us    |            _raw_spin_lock_irqsave();
 1)   1.353 us    |            __wake_up_common();
 1)   1.190 us    |            _raw_spin_unlock_irqrestore();
 1)   8.781 us    |          }
 1) + 11.027 us   |        }
 1)               |        rpm_idle() {
 1)   1.277 us    |          rpm_check_suspend_allowed();
 1)   3.936 us    |        }
 1) + 36.188 us   |      }
 1)   1.211 us    |      _raw_spin_unlock_irqrestore();
 1) + 43.563 us   |    }
 1)               |    pm_runtime_barrier() {
 1)   1.317 us    |      _raw_spin_lock_irq();
 1)   1.322 us    |      __pm_runtime_barrier();
 1)   8.210 us    |    }
 1)               |    ktime_get() {
 1)   1.243 us    |      arch_counter_read();
 1)   3.614 us    |    }
 1)               |    really_probe() {
 1)               |      device_links_check_suppliers() {
 1)   1.186 us    |        mutex_lock();
 1)   1.197 us    |        mutex_unlock();
 1)   5.836 us    |      }
 1)               |      pinctrl_bind_pins() {
 1)               |        devm_kmalloc() {
 1)               |          __kmalloc_track_caller() {
 1)   1.199 us    |            kmalloc_slab();
 1)   1.161 us    |            should_failslab();
 1)   6.343 us    |          }
 1)               |          devres_add() {
 1)   1.180 us    |            _raw_spin_lock_irqsave();
 1)   1.190 us    |            add_dr();
 1)   1.175 us    |            _raw_spin_unlock_irqrestore();
 1)   8.124 us    |          }
 1) + 18.151 us   |        }
 1)               |        devm_pinctrl_get() {
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.147 us    |              kmalloc_slab();
 1)   1.158 us    |              should_failslab();
 1)   6.050 us    |            }
 1)   8.567 us    |          }
 1)               |          pinctrl_get() {
 1)   1.220 us    |            mutex_lock();
 1)   1.332 us    |            mutex_unlock();
 1)               |            create_pinctrl() {
 1)   1.687 us    |              kmem_cache_alloc_trace();
 1)   8.170 us    |              pinctrl_dt_to_map();
 1)   1.640 us    |              kfree();
 1) + 16.800 us   |            }
 1) + 24.992 us   |          }
 1)               |          devres_free() {
 1)               |            kfree() {
 1)   1.187 us    |              ___cache_free();
 1)   3.538 us    |            }
 1)   5.893 us    |          }
 1) + 44.663 us   |        }
 1)               |        devm_kfree() {
 1)               |          devres_remove() {
 1)   1.215 us    |            _raw_spin_lock_irqsave();
 1)   1.160 us    |            devm_kmalloc_match();
 1)   1.221 us    |            _raw_spin_unlock_irqrestore();
 1)   8.685 us    |          }
 1)               |          devres_free() {
 1)               |            kfree() {
 1)   1.295 us    |              ___cache_free();
 1)   3.601 us    |            }
 1)   5.864 us    |          }
 1) + 18.023 us   |        }
 1) + 86.218 us   |      }
 1)               |      driver_sysfs_add() {
 1)               |        blocking_notifier_call_chain() {
 1)   1.400 us    |          down_read();
 1)               |          notifier_call_chain() {
 1)   1.390 us    |            i2cdev_notifier_call();
 1)   4.575 us    |          }
 1)   1.313 us    |          up_read();
 1) + 12.460 us   |        }
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.220 us    |            _raw_spin_lock();
 1)   1.492 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   6.790 us    |              kernfs_new_node();
 1)   1.233 us    |              kernfs_get();
 1)   5.362 us    |              kernfs_add_one();
 1) + 18.516 us   |            }
 1)   1.225 us    |            kernfs_put();
 1) + 28.663 us   |          }
 1) + 30.921 us   |        }
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.196 us    |            _raw_spin_lock();
 1)   1.201 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   4.664 us    |              kernfs_new_node();
 1)   1.195 us    |              kernfs_get();
 1)   6.254 us    |              kernfs_add_one();
 1) + 16.917 us   |            }
 1)   1.201 us    |            kernfs_put();
 1) + 26.325 us   |          }
 1) + 28.583 us   |        }
 1) + 76.515 us   |      }
 1)               |      i2c_device_probe() {
 1)               |        of_irq_get_byname() {
 1)               |          of_property_match_string() {
 1)               |            of_find_property() {
 1)   1.218 us    |              _raw_spin_lock_irqsave();
 1)   1.391 us    |              __of_find_property();
 1)   1.180 us    |              _raw_spin_unlock_irqrestore();
 1)   8.408 us    |            }
 1) + 11.487 us   |          }
 1) + 15.428 us   |        }
 1)               |        of_irq_get() {
 1)               |          of_irq_parse_one() {
 1)               |            of_get_property() {
 1)   2.575 us    |              of_find_property();
 1)   4.883 us    |            }
 1)               |            of_parse_phandle_with_args() {
 1)   4.233 us    |              __of_parse_phandle_with_args();
 1)   6.768 us    |            }
 1)               |            of_irq_find_parent.part.0() {
 1)   3.447 us    |              of_property_read_variable_u32_array();
 1)   2.124 us    |              of_get_parent();
 1)   3.580 us    |              of_get_property();
 1) + 14.643 us   |            }
 1)               |            of_property_read_variable_u32_array() {
 1)   2.955 us    |              of_find_property_value_of_size();
 1)   5.405 us    |            }
 1)               |            of_property_read_u32_index() {
 1)   2.598 us    |              of_find_property();
 1)   4.954 us    |            }
 1) + 44.972 us   |          }
 1) + 47.593 us   |        }
 1)               |        of_clk_set_defaults() {
 1)               |          of_count_phandle_with_args() {
 1)               |            of_phandle_iterator_init() {
 1)   2.441 us    |              of_find_property();
 1)   4.878 us    |            }
 1)   7.318 us    |          }
 1)               |          of_find_property() {
 1)   1.318 us    |            _raw_spin_lock_irqsave();
 1)   1.273 us    |            __of_find_property();
 1)   1.245 us    |            _raw_spin_unlock_irqrestore();
 1)   8.335 us    |          }
 1)   1.182 us    |          of_prop_next_u32();
 1) + 22.122 us   |        }
 1)   1.295 us    |        dev_pm_domain_attach();
 1)   1.517 us    |        i2c_match_id.part.0();
 1)               |        lm75_probe() {
 1)               |          of_device_get_match_data() {
 1)               |            of_match_node() {
 1)   1.250 us    |              _raw_spin_lock_irqsave();
 1) + 45.553 us   |              __of_match_node.part.0();
 1)   1.249 us    |              _raw_spin_unlock_irqrestore();
 1) + 52.920 us   |            }
 1) + 55.382 us   |          }
 1)   1.274 us    |          ast_i2c_functionality();
 1)               |          devm_kmalloc() {
 1)               |            __kmalloc_track_caller() {
 1)   1.173 us    |              kmalloc_slab();
 1)   1.160 us    |              should_failslab();
 1)   5.862 us    |            }
 1)               |            devres_add() {
 1)   1.195 us    |              _raw_spin_lock_irqsave();
 1)   1.220 us    |              add_dr();
 1)   1.180 us    |              _raw_spin_unlock_irqrestore();
 1)   8.123 us    |            }
 1) + 17.408 us   |          }
 1)               |          __devm_regmap_init_i2c() {
 1)               |            regmap_get_i2c_bus() {
 1)   1.155 us    |              ast_i2c_functionality();
